-4 0.010183
-3.99556 0.00395071
-3.99111 -0.00256067
-3.98667 -0.00880074
-3.98222 -0.0142562
-3.97778 -0.0184919
-3.97333 -0.0211829
-3.96889 -0.0221377
-3.96444 -0.0213085
-3.96 -0.0187902
-3.95556 -0.0148085
-3.95111 -0.00969763
-3.94667 -0.00387146
-3.94222 0.00221115
-3.93778 0.00808249
-3.93333 0.0133016
-3.92889 0.0174863
-3.92444 0.0203402
-3.92 0.0216713
-3.91556 0.0214035
-3.91111 0.0195785
-3.90667 0.0163492
-3.90222 0.0119659
-3.89778 0.00675573
-3.89333 0.0010972
-3.88889 -0.00460737
-3.88444 -0.0099605
-3.88 -0.0145968
-3.87556 -0.0182072
-3.87111 -0.0205581
-3.86667 -0.0215055
-3.86222 -0.0210024
-3.85778 -0.0190989
-3.85333 -0.0159371
-3.84889 -0.011739
-3.84444 -0.00679033
-3.84 -0.00142049
-3.83556 0.00401975
-3.83111 0.00918112
-3.82667 0.013738
-3.82222 0.0174082
-3.81778 0.01997
-3.81333 0.0212742
-3.80889 0.021252
-3.80444 0.0199173
-3.8 0.017364
-3.79556 0.0137588
-3.79111 0.00932941
-3.78667 0.00434949
-3.78222 -0.000878264
-3.77778 -0.00604092
-3.77333 -0.0108339
-3.76889 -0.0149784
-3.76444 -0.0182376
-3.76 -0.020429
-3.75556 -0.0214342
-3.75111 -0.0212044
-3.74667 -0.0197619
-3.74222 -0.0171971
-3.73778 -0.0136629
-3.73333 -0.00936442
-3.72889 -0.00454692
-3.72444 0.00051856
-3.72 0.00555051
-3.71556 0.0102726
-3.71111 0.0144285
-3.70667 0.0177955
-3.70222 0.0201961
-3.69778 0.0215065
-3.69333 0.0216625
-3.68889 0.0206619
-3.68444 0.0185637
-3.68 0.0154842
-3.67556 0.0115896
-3.67111 0.0070871
-3.66667 0.00221346
-3.66222 -0.00277775
-3.65778 -0.0076292
-3.65333 -0.0120931
-3.64889 -0.0159434
-3.64444 -0.0189872
-3.64 -0.0210737
-3.63556 -0.0221014
-3.63111 -0.0220225
-3.62667 -0.0208442
-3.62222 -0.0186282
-3.61778 -0.0154869
-3.61333 -0.0115767
-3.60889 -0.00709088
-3.60444 -0.00224896
-3.6 0.00271368
-3.59556 0.00755742
-3.59111 0.0120499
-3.58667 0.0159767
-3.58222 0.019152
-3.57778 0.021426
-3.57333 0.0226925
-3.56889 0.0228929
-3.56444 0.0220188
-3.56 0.0201115
-3.55556 0.01726
-3.55111 0.0135965
-3.54667 0.00928964
-3.54222 0.00453702
-3.53778 -0.000444452
-3.53333 -0.00542824
-3.52889 -0.0101885
-3.52444 -0.0145102
-3.52 -0.0181985
-3.51556 -0.0210876
-3.51111 -0.0230473
-3.50667 -0.0239892
-3.50222 -0.0238696
-3.49778 -0.0226917
-3.49333 -0.020505
-3.48889 -0.0174027
-3.48444 -0.0135178
-3.48 -0.00901691
-3.47556 -0.00409305
-3.47111 0.00104271
-3.46667 0.0061703
-3.46222 0.01107
-3.45778 0.0155319
-3.45333 0.0193642
-3.44889 0.0224017
-3.44444 0.0245124
-3.44 0.025603
-3.43556 0.0256224
-3.43111 0.0245641
-3.42667 0.0224661
-3.42222 0.0194095
-3.41778 0.0155147
-3.41333 0.0109373
-3.40889 0.0058609
-3.40444 0.000490071
-3.4 -0.00495781
-3.39556 -0.0102614
-3.39111 -0.0152042
-3.38667 -0.0195833
-3.38222 -0.0232171
-3.37778 -0.025953
-3.37333 -0.027673
-3.36889 -0.0282989
-3.36444 -0.0277951
-3.36 -0.0261702
-3.35556 -0.0234769
-3.35111 -0.0198101
-3.34667 -0.0153034
-3.34222 -0.0101242
-3.33778 -0.00446739
-3.33333 0.00145206
-3.32889 0.00740689
-3.32444 0.0131663
-3.32 0.0185046
-3.31556 0.0232098
-3.31111 0.0270914
-3.30667 0.0299883
-3.30222 0.0317742
-3.29778 0.0323636
-3.29333 0.0317143
-3.28889 0.0298304
-3.28444 0.0267619
-3.28 0.0226037
-3.27556 0.0174927
-3.27111 0.0116029
-3.26667 0.00514042
-3.26222 -0.00166449
-3.25778 -0.00856474
-3.25333 -0.0153053
-3.24889 -0.021632
-3.24444 -0.0273008
-3.24 -0.0320867
-3.23556 -0.0357913
-3.23111 -0.0382514
-3.22667 -0.0393444
-3.22222 -0.0389938
-3.21778 -0.0371727
-3.21333 -0.033906
-3.20889 -0.0292703
-3.20444 -0.0233927
-3.2 -0.0164476
-3.19556 -0.00865201
-3.19111 -0.000259215
-3.18667 0.00844874
-3.18222 0.0171696
-3.17778 0.0255907
-3.17333 0.0333983
-3.16889 0.0402886
-3.16444 0.0459776
-3.16 0.0502112
-3.15556 0.0527739
-3.15111 0.053498
-3.14667 0.0522696
-3.14222 0.0490354
-3.13778 0.043806
-3.13333 0.0366587
-3.12889 0.0277383
-3.12444 0.0172551
-3.12 0.00548264
-3.11556 -0.00724747
-3.11111 -0.0205521
-3.10667 -0.0340045
-3.10222 -0.0471436
-3.09778 -0.0594841
-3.09333 -0.0705281
-3.08889 -0.0797761
-3.08444 -0.0867395
-3.08 -0.0909517
-3.07556 -0.0919801
-3.07111 -0.0894366
-3.06667 -0.082987
-3.06222 -0.0723602
-3.05778 -0.057355
-3.05333 -0.0378461
-3.04889 -0.0137874
-3.04444 0.0147852
-3.04 0.0477537
-3.03556 0.0849201
-3.03111 0.126009
-3.02667 0.170672
-3.02222 0.218498
-3.01778 0.269016
-3.01333 0.321707
-3.00889 0.376017
-3.00444 0.431361
-3 0.487142
-2.99556 0.542758
-2.99111 0.597615
-2.98667 0.651139
-2.98222 0.702786
-2.97778 0.75205
-2.97333 0.798477
-2.96889 0.841667
-2.96444 0.881286
-2.96 0.917064
-2.95556 0.948805
-2.95111 0.976387
-2.94667 0.999758
-2.94222 1.01894
-2.93778 1.03403
-2.93333 1.04517
-2.92889 1.05259
-2.92444 1.05655
-2.92 1.05736
-2.91556 1.05539
-2.91111 1.051
-2.90667 1.04459
-2.90222 1.03658
-2.89778 1.02738
-2.89333 1.0174
-2.88889 1.00701
-2.88444 0.996596
-2.88 0.986486
-2.87556 0.976984
-2.87111 0.968353
-2.86667 0.960813
-2.86222 0.954538
-2.85778 0.949654
-2.85333 0.946242
-2.84889 0.944335
-2.84444 0.943923
-2.84 0.944955
-2.83556 0.947341
-2.83111 0.950961
-2.82667 0.955665
-2.82222 0.961281
-2.81778 0.967621
-2.81333 0.974486
-2.80889 0.981673
-2.80444 0.988979
-2.8 0.996208
-2.79556 1.00317
-2.79111 1.00971
-2.78667 1.01567
-2.78222 1.02092
-2.77778 1.02536
-2.77333 1.02891
-2.76889 1.03154
-2.76444 1.03323
-2.76 1.03397
-2.75556 1.03381
-2.75111 1.03281
-2.74667 1.03104
-2.74222 1.02861
-2.73778 1.02562
-2.73333 1.02221
-2.72889 1.01851
-2.72444 1.01466
-2.72 1.01079
-2.71556 1.00704
-2.71111 1.00353
-2.70667 1.00038
-2.70222 0.99769
-2.69778 0.995552
-2.69333 0.994034
-2.68889 0.993185
-2.68444 0.993038
-2.68 0.993604
-2.67556 0.994873
-2.67111 0.996818
-2.66667 0.999395
-2.66222 1.00254
-2.65778 1.00618
-2.65333 1.01023
-2.64889 1.01459
-2.64444 1.01916
-2.64 1.02384
-2.63556 1.02851
-2.63111 1.03308
-2.62667 1.03744
-2.62222 1.04151
-2.61778 1.04521
-2.61333 1.04845
-2.60889 1.0512
-2.60444 1.05339
-2.6 1.05502
-2.59556 1.05607
-2.59111 1.05653
-2.58667 1.05644
-2.58222 1.05583
-2.57778 1.05474
-2.57333 1.05323
-2.56889 1.05138
-2.56444 1.04925
-2.56 1.04695
-2.55556 1.04454
-2.55111 1.04212
-2.54667 1.03979
-2.54222 1.03761
-2.53778 1.03568
-2.53333 1.03406
-2.52889 1.03281
-2.52444 1.032
-2.52 1.03165
-2.51556 1.03181
-2.51111 1.03248
-2.50667 1.03366
-2.50222 1.03535
-2.49778 1.03753
-2.49333 1.04015
-2.48889 1.04317
-2.48444 1.04654
-2.48 1.05018
-2.47556 1.05404
-2.47111 1.05804
-2.46667 1.06209
-2.46222 1.06612
-2.45778 1.07005
-2.45333 1.07382
-2.44889 1.07734
-2.44444 1.08057
-2.44 1.08343
-2.43556 1.0859
-2.43111 1.08794
-2.42667 1.08951
-2.42222 1.09062
-2.41778 1.09126
-2.41333 1.09144
-2.40889 1.09119
-2.40444 1.09053
-2.4 1.08951
-2.39556 1.08819
-2.39111 1.08662
-2.38667 1.08486
-2.38222 1.08299
-2.37778 1.08108
-2.37333 1.07919
-2.36889 1.0774
-2.36444 1.07578
-2.36 1.07438
-2.35556 1.07328
-2.35111 1.07252
-2.34667 1.07214
-2.34222 1.07217
-2.33778 1.07265
-2.33333 1.07358
-2.32889 1.07496
-2.32444 1.07679
-2.32 1.07905
-2.31556 1.0817
-2.31111 1.08472
-2.30667 1.08806
-2.30222 1.09165
-2.29778 1.09545
-2.29333 1.09939
-2.28889 1.1034
-2.28444 1.10741
-2.28 1.11137
-2.27556 1.11519
-2.27111 1.11882
-2.26667 1.1222
-2.26222 1.12527
-2.25778 1.128
-2.25333 1.13035
-2.24889 1.13228
-2.24444 1.13378
-2.24 1.13485
-2.23556 1.13548
-2.23111 1.13569
-2.22667 1.13549
-2.22222 1.13493
-2.21778 1.13403
-2.21333 1.13285
-2.20889 1.13144
-2.20444 1.12986
-2.2 1.12817
-2.19556 1.12644
-2.19111 1.12473
-2.18667 1.12311
-2.18222 1.12164
-2.17778 1.12039
-2.17333 1.1194
-2.16889 1.11874
-2.16444 1.11843
-2.16 1.11853
-2.15556 1.11905
-2.15111 1.12001
-2.14667 1.12141
-2.14222 1.12326
-2.13778 1.12554
-2.13333 1.12824
-2.12889 1.13131
-2.12444 1.13472
-2.12 1.13843
-2.11556 1.14238
-2.11111 1.14651
-2.10667 1.15077
-2.10222 1.15508
-2.09778 1.15938
-2.09333 1.16361
-2.08889 1.1677
-2.08444 1.17159
-2.08 1.17523
-2.07556 1.17856
-2.07111 1.18153
-2.06667 1.18413
-2.06222 1.1863
-2.05778 1.18804
-2.05333 1.18934
